qseqid	mrca_name
case3_00027747-RA	cellular_organisms
case3_00027796-RA	cellular_organisms
case3_00027748-RA	cellular_organisms
case3_00027801-RA	cellular_organisms
case3_00027795-RA	cellular_organisms
case3_00027793-RA	cellular_organisms
case3_00027758-RA	cellular_organisms
case3_00027746-RA	cellular_organisms
case3_00027740-RA	cellular_organisms
case3_00027775-RA	cellular_organisms
case3_00027735-RA	cellular_organisms
case3_00027767-RA	cellular_organisms
case3_00027744-RA	cellular_organisms
case3_00027776-RA	cellular_organisms
case3_00027770-RA	cellular_organisms
case3_00027743-RA	cellular_organisms
case3_00027731-RA	cellular_organisms
case3_00027733-RA	cellular_organisms
case3_00027783-RA	cellular_organisms
case3_00027778-RA	cellular_organisms
case3_00027734-RA	cellular_organisms
case3_00027742-RA	cellular_organisms
case3_00027745-RA	cellular_organisms
case3_00027759-RA	cellular_organisms
case3_00027769-RA	cellular_organisms
case3_00027785-RA	cellular_organisms
case3_00027786-RA	cellular_organisms
case3_00027784-RA	cellular_organisms
case3_00027788-RA	cellular_organisms
case3_00027771-RA	cellular_organisms
case3_00027787-RA	cellular_organisms
case3_00027760-RA	cellular_organisms
case3_00027757-RA	cellular_organisms
case3_00027587-RA	cellular_organisms
case3_00027588-RA	cellular_organisms
case3_00027598-RA	cellular_organisms
case3_00027610-RA	cellular_organisms
case3_00027611-RA	cellular_organisms
case3_00027647-RA	cellular_organisms
case3_00027643-RA	cellular_organisms
case3_00027633-RA	cellular_organisms
case3_00027637-RA	cellular_organisms
case3_00027635-RA	cellular_organisms
case3_00027662-RA	cellular_organisms
case3_00027711-RA	cellular_organisms
case3_00027720-RA	cellular_organisms
case3_00027705-RA	cellular_organisms
case3_00027682-RA	cellular_organisms
case3_00027713-RA	cellular_organisms
case3_00027684-RA	cellular_organisms
case3_00027685-RA	cellular_organisms
case3_00027718-RA	cellular_organisms
case3_00023393-RA	cellular_organisms
case3_00023399-RA	cellular_organisms
case3_00023431-RA	cellular_organisms
case3_00023415-RA	cellular_organisms
case3_00023436-RA	cellular_organisms
case3_00023429-RA	cellular_organisms
case3_00023424-RA	cellular_organisms
case3_00023442-RA	cellular_organisms
case3_00023463-RA	cellular_organisms
