qseqid	mrca_name
case1_00020152-RA	cellular_organisms
case1_00020153-RA	cellular_organisms
case1_00020149-RA	cellular_organisms
case1_00020150-RA	cellular_organisms
case1_00020145-RA	cellular_organisms
case1_00020160-RA	cellular_organisms
case1_00020158-RA	cellular_organisms
case1_00020156-RA	cellular_organisms
case1_00020157-RA	cellular_organisms
case1_00020147-RA	cellular_organisms
case1_00020146-RA	cellular_organisms
case1_00020068-RA	cellular_organisms
case1_00020097-RA	cellular_organisms
case1_00020135-RA	cellular_organisms
case1_00020111-RA	cellular_organisms
case1_00020141-RA	cellular_organisms
case1_00020129-RA	cellular_organisms
case1_00016978-RA	cellular_organisms
case1_00017012-RA	cellular_organisms
case1_00017016-RA	cellular_organisms
case1_00017010-RA	cellular_organisms
case1_00017014-RA	cellular_organisms
case1_00017013-RA	cellular_organisms
case1_00017021-RA	cellular_organisms
case1_00017033-RA	cellular_organisms
case1_00016990-RA	cellular_organisms
case1_00017001-RA	cellular_organisms
case1_00017000-RA	cellular_organisms
case1_00016994-RA	cellular_organisms
case1_00017085-RA	cellular_organisms
case1_00017041-RA	cellular_organisms
case1_00017040-RA	cellular_organisms
case1_00017072-RA	cellular_organisms
case1_00017073-RA	cellular_organisms
case1_00017076-RA	cellular_organisms
case1_00017071-RA	cellular_organisms
case1_00017102-RA	cellular_organisms
case1_00017105-RA	cellular_organisms
case1_00017115-RA	cellular_organisms
case1_00017162-RA	cellular_organisms
case1_00017160-RA	cellular_organisms
case1_00017167-RA	cellular_organisms
case1_00017176-RA	cellular_organisms
case1_00017175-RA	cellular_organisms
case1_00017125-RA	cellular_organisms
case1_00017124-RA	cellular_organisms
case1_00017118-RA	cellular_organisms
case1_00017116-RA	cellular_organisms
case1_00017120-RA	cellular_organisms
case1_00017117-RA	cellular_organisms
case1_00017139-RA	cellular_organisms
case1_00017149-RA	cellular_organisms
case1_00017143-RA	cellular_organisms
case1_00017141-RA	cellular_organisms
case1_00017194-RA	cellular_organisms
case1_00017203-RA	cellular_organisms
case1_00017207-RA	cellular_organisms
case1_00017256-RA	cellular_organisms
case1_00017214-RA	cellular_organisms
case1_00017212-RA	cellular_organisms
case1_00017188-RA	cellular_organisms
case1_00017185-RA	cellular_organisms
case1_00017227-RA	cellular_organisms
case1_00017229-RA	cellular_organisms
case1_00017252-RA	cellular_organisms
case1_00017240-RA	cellular_organisms
case1_00017246-RA	cellular_organisms
case1_00017295-RA	cellular_organisms
case1_00017281-RA	cellular_organisms
case1_00017284-RA	cellular_organisms
case1_00017312-RA	cellular_organisms
case1_00017317-RA	cellular_organisms
case1_00017308-RA	cellular_organisms
case1_00017319-RA	cellular_organisms
case1_00017318-RA	cellular_organisms
case1_00017316-RA	cellular_organisms
case1_00017304-RA	cellular_organisms
case1_00017303-RA	cellular_organisms
case1_00017305-RA	cellular_organisms
case1_00017302-RA	cellular_organisms
case1_00017374-RA	cellular_organisms
case1_00017375-RA	cellular_organisms
case1_00017381-RA	cellular_organisms
case1_00017382-RA	cellular_organisms
case1_00017366-RA	cellular_organisms
case1_00017357-RA	cellular_organisms
case1_00017345-RA	cellular_organisms
case1_00017351-RA	cellular_organisms
case1_00017344-RA	cellular_organisms
case1_00017338-RA	cellular_organisms
case1_00017343-RA	cellular_organisms
case1_00017331-RA	cellular_organisms
case1_00017332-RA	cellular_organisms
case1_00017325-RA	cellular_organisms
case1_00017330-RA	cellular_organisms
case1_00017329-RA	cellular_organisms
case1_00017324-RA	cellular_organisms
case1_00017320-RA	cellular_organisms
case1_00017321-RA	cellular_organisms
case1_00017322-RA	cellular_organisms
case1_00017493-RA	cellular_organisms
case1_00017484-RA	cellular_organisms
case1_00017489-RA	cellular_organisms
case1_00017442-RA	cellular_organisms
case1_00017559-RA	cellular_organisms
case1_00017547-RA	cellular_organisms
case1_00017546-RA	cellular_organisms
case1_00017588-RA	cellular_organisms
case1_00017620-RA	cellular_organisms
case1_00017570-RA	cellular_organisms
case1_00017606-RA	cellular_organisms
case1_00017608-RA	cellular_organisms
case1_00017650-RA	cellular_organisms
case1_00017653-RA	cellular_organisms
case1_00017649-RA	cellular_organisms
case1_00017594-RA	cellular_organisms
case1_00017632-RA	cellular_organisms
case1_00017634-RA	cellular_organisms
case1_00017629-RA	cellular_organisms
case1_00017693-RA	cellular_organisms
case1_00017691-RA	cellular_organisms
case1_00017692-RA	cellular_organisms
case1_00017694-RA	cellular_organisms
case1_00017737-RA	cellular_organisms
case1_00017728-RA	cellular_organisms
case1_00017732-RA	cellular_organisms
case1_00017725-RA	cellular_organisms
case1_00017742-RA	cellular_organisms
case1_00017751-RA	cellular_organisms
case1_00017739-RA	cellular_organisms
case1_00017747-RA	cellular_organisms
case1_00017716-RA	cellular_organisms
case1_00017709-RA	cellular_organisms
case1_00017675-RA	cellular_organisms
case1_00017680-RA	cellular_organisms
case1_00017681-RA	cellular_organisms
case1_00017536-RA	cellular_organisms
case1_00017755-RA	cellular_organisms
case1_00017766-RA	cellular_organisms
case1_00017767-RA	cellular_organisms
case1_00017763-RA	cellular_organisms
case1_00017832-RA	cellular_organisms
case1_00017829-RA	cellular_organisms
case1_00017827-RA	cellular_organisms
case1_00017806-RA	cellular_organisms
case1_00017807-RA	cellular_organisms
case1_00017815-RA	cellular_organisms
case1_00017906-RA	cellular_organisms
case1_00017898-RA	cellular_organisms
case1_00017668-RA	cellular_organisms
case1_00017658-RA	cellular_organisms
case1_00017669-RA	cellular_organisms
case1_00017659-RA	cellular_organisms
case1_00017856-RA	cellular_organisms
case1_00017775-RA	cellular_organisms
case1_00017773-RA	cellular_organisms
case1_00017769-RA	cellular_organisms
case1_00017920-RA	cellular_organisms
case1_00017913-RA	cellular_organisms
case1_00017911-RA	cellular_organisms
case1_00017796-RA	cellular_organisms
case1_00017788-RA	cellular_organisms
case1_00017797-RA	cellular_organisms
case1_00017939-RA	cellular_organisms
case1_00018072-RA	cellular_organisms
case1_00017968-RA	cellular_organisms
case1_00018040-RA	cellular_organisms
case1_00018054-RA	cellular_organisms
case1_00018051-RA	cellular_organisms
case1_00018052-RA	cellular_organisms
case1_00018019-RA	cellular_organisms
case1_00018020-RA	cellular_organisms
case1_00018009-RA	cellular_organisms
case1_00018108-RA	cellular_organisms
case1_00018122-RA	cellular_organisms
case1_00018186-RA	cellular_organisms
case1_00018205-RA	cellular_organisms
case1_00018202-RA	cellular_organisms
case1_00017955-RA	cellular_organisms
case1_00017947-RA	cellular_organisms
case1_00017953-RA	cellular_organisms
case1_00017952-RA	cellular_organisms
case1_00017951-RA	cellular_organisms
case1_00017943-RA	cellular_organisms
case1_00017950-RA	cellular_organisms
case1_00017954-RA	cellular_organisms
case1_00017945-RA	cellular_organisms
case1_00018153-RA	cellular_organisms
case1_00018155-RA	cellular_organisms
case1_00018165-RA	cellular_organisms
case1_00018162-RA	cellular_organisms
case1_00018161-RA	cellular_organisms
case1_00017875-RA	cellular_organisms
case1_00017878-RA	cellular_organisms
case1_00017876-RA	cellular_organisms
case1_00017879-RA	cellular_organisms
case1_00017896-RA	cellular_organisms
case1_00017874-RA	cellular_organisms
case1_00017888-RA	cellular_organisms
case1_00017886-RA	cellular_organisms
case1_00017887-RA	cellular_organisms
case1_00018283-RA	cellular_organisms
case1_00018291-RA	cellular_organisms
case1_00018073-RA	cellular_organisms
case1_00018421-RA	cellular_organisms
case1_00018425-RA	cellular_organisms
case1_00018343-RA	cellular_organisms
case1_00018342-RA	cellular_organisms
case1_00018347-RA	cellular_organisms
case1_00018335-RA	cellular_organisms
case1_00018355-RA	cellular_organisms
case1_00018338-RA	cellular_organisms
case1_00018346-RA	cellular_organisms
case1_00017989-RA	cellular_organisms
case1_00017999-RA	cellular_organisms
case1_00017994-RA	cellular_organisms
case1_00017988-RA	cellular_organisms
case1_00018002-RA	cellular_organisms
case1_00018001-RA	cellular_organisms
case1_00018167-RA	cellular_organisms
case1_00018371-RA	cellular_organisms
case1_00018358-RA	cellular_organisms
case1_00018387-RA	cellular_organisms
case1_00018398-RA	cellular_organisms
case1_00018399-RA	cellular_organisms
case1_00018377-RA	cellular_organisms
case1_00018379-RA	cellular_organisms
case1_00018395-RA	cellular_organisms
case1_00018397-RA	cellular_organisms
case1_00018382-RA	cellular_organisms
case1_00018376-RA	cellular_organisms
case1_00018105-RA	cellular_organisms
case1_00018096-RA	cellular_organisms
case1_00018103-RA	cellular_organisms
case1_00018132-RA	cellular_organisms
case1_00018139-RA	cellular_organisms
case1_00018542-RA	cellular_organisms
case1_00018545-RA	cellular_organisms
case1_00018546-RA	cellular_organisms
case1_00018547-RA	cellular_organisms
case1_00018548-RA	cellular_organisms
case1_00018405-RA	cellular_organisms
case1_00018403-RA	cellular_organisms
case1_00018411-RA	cellular_organisms
case1_00018334-RA	cellular_organisms
case1_00018315-RA	cellular_organisms
case1_00018483-RA	cellular_organisms
case1_00018463-RA	cellular_organisms
case1_00018495-RA	cellular_organisms
case1_00018450-RA	cellular_organisms
case1_00018459-RA	cellular_organisms
case1_00018499-RA	cellular_organisms
case1_00018511-RA	cellular_organisms
case1_00018509-RA	cellular_organisms
case1_00018233-RA	cellular_organisms
case1_00018226-RA	cellular_organisms
case1_00018678-RA	cellular_organisms
case1_00018691-RA	cellular_organisms
case1_00018576-RA	cellular_organisms
case1_00018590-RA	cellular_organisms
case1_00018788-RA	cellular_organisms
case1_00018775-RA	cellular_organisms
case1_00018776-RA	cellular_organisms
case1_00018784-RA	cellular_organisms
case1_00018779-RA	cellular_organisms
case1_00018757-RA	cellular_organisms
case1_00018767-RA	cellular_organisms
case1_00018760-RA	cellular_organisms
case1_00018759-RA	cellular_organisms
case1_00018747-RA	cellular_organisms
case1_00018598-RA	cellular_organisms
case1_00018606-RA	cellular_organisms
case1_00018607-RA	cellular_organisms
case1_00018591-RA	cellular_organisms
case1_00018592-RA	cellular_organisms
case1_00018593-RA	cellular_organisms
case1_00018600-RA	cellular_organisms
case1_00018599-RA	cellular_organisms
case1_00018555-RA	cellular_organisms
case1_00018573-RA	cellular_organisms
case1_00018558-RA	cellular_organisms
case1_00018217-RA	cellular_organisms
case1_00018221-RA	cellular_organisms
case1_00018252-RA	cellular_organisms
case1_00018255-RA	cellular_organisms
case1_00018245-RA	cellular_organisms
case1_00018730-RA	cellular_organisms
case1_00018728-RA	cellular_organisms
case1_00018725-RA	cellular_organisms
case1_00018712-RA	cellular_organisms
case1_00018719-RA	cellular_organisms
case1_00018940-RA	cellular_organisms
case1_00018928-RA	cellular_organisms
case1_00018931-RA	cellular_organisms
case1_00018744-RA	cellular_organisms
case1_00018746-RA	cellular_organisms
case1_00018733-RA	cellular_organisms
case1_00018734-RA	cellular_organisms
case1_00018735-RA	cellular_organisms
case1_00018736-RA	cellular_organisms
case1_00018738-RA	cellular_organisms
case1_00018732-RA	cellular_organisms
case1_00018745-RA	cellular_organisms
case1_00018737-RA	cellular_organisms
case1_00018739-RA	cellular_organisms
case1_00018741-RA	cellular_organisms
case1_00018743-RA	cellular_organisms
case1_00018260-RA	cellular_organisms
case1_00018258-RA	cellular_organisms
case1_00018276-RA	cellular_organisms
case1_00018259-RA	cellular_organisms
case1_00018999-RA	cellular_organisms
case1_00018997-RA	cellular_organisms
case1_00018993-RA	cellular_organisms
case1_00018994-RA	cellular_organisms
case1_00018995-RA	cellular_organisms
case1_00019009-RA	cellular_organisms
case1_00018909-RA	cellular_organisms
case1_00018898-RA	cellular_organisms
case1_00018904-RA	cellular_organisms
