ID	len	gc	PS	Presence
case6_00000001	1290	0.441085	Embryophyta	match
case6_00000002	573	0.394415	Eukaryota	match
case6_00000003	1077	0.457753	Viridiplantae	match
case6_00000004	1626	0.435424	cellular_organisms	no-match
case6_00000005	744	0.46371	cellular_organisms	no-match
case6_00000006	2703	0.433962	cellular_organisms	match
case6_00000007	1035	0.403865	cellular_organisms	match
case6_00000008	2025	0.432593	Eukaryota	match
case6_00000009	1098	0.418033	Viridiplantae	match
case6_00000010	1098	0.416211	cellular_organisms	match
case6_00000011	1631	0.455549	cellular_organisms	match
case6_00000012	534	0.462547	Eukaryota	match
case6_00000013	1584	0.482955	Streptophyta	match
case6_00000014	1587	0.468809	cellular_organisms	match
case6_00000015	438	0.438356	Brassicaceae	match
case6_00000016	1716	0.428322	cellular_organisms	match
case6_00000017	879	0.424346	Embryophyta	match
case6_00000018	994	0.454728	Eukaryota	match
case6_00000019	234	0.461538	Viridiplantae	match
case6_00000020	1140	0.49386	cellular_organisms	match
case6_00000021	1548	0.485142	cellular_organisms	match
case6_00000022	714	0.502801	cellular_organisms	match
case6_00000023	3753	0.435918	cellular_organisms	match
case6_00000024	783	0.445722	Eukaryota	match
case6_00000025	821	0.401949	Eukaryota	match
case6_00000026	996	0.432731	Embryophyta	match
case6_00000027	564	0.528369	Viridiplantae	match
case6_00000028	1773	0.44106	Streptophyta	match
case6_00000029	1533	0.470972	cellular_organisms	match
case6_00000030	813	0.426814	cellular_organisms	match
case6_00000031	1458	0.518519	Eukaryota	match
case6_00000032	726	0.502755	cellular_organisms	match
case6_00000033	5517	0.438282	cellular_organisms	match
case6_00000034	472	0.402542	Streptophyta	no-match
case6_00000035	2121	0.434701	cellular_organisms	match
case6_00000036	1172	0.418942	Eukaryota	match
case6_00000037	827	0.396614	Embryophyta	match
case6_00000038	780	0.45	Eukaryota	match
case6_00000039	252	0.428571	Viridiplantae	match
case6_00000040	1443	0.474705	cellular_organisms	match
case6_00000041	1446	0.47787	cellular_organisms	match
case6_00000042	1627	0.441303	Streptophyta	match
case6_00000043	2081	0.449784	Streptophyta	match
case6_00000044	303	0.511551	Arabidopsis_thaliana	no-match
case6_00000045	2088	0.443487	cellular_organisms	match
case6_00000046	246	0.48374	Arabidopsis_thaliana	no-match
case6_00000047	1284	0.406542	Eukaryota	match
case6_00000048	696	0.422414	cellular_organisms	match
case6_00000049	1491	0.452716	cellular_organisms	match
case6_00000050	1147	0.384481	Tracheophyta	match
case6_00000051	1048	0.496183	Streptophyta	match
case6_00000052	2096	0.469943	cellular_organisms	match
case6_00000053	765	0.411765	Eukaryota	match
case6_00000054	744	0.40457	Eukaryota	match
case6_00000055	1721	0.452644	cellular_organisms	match
case6_00000056	1278	0.416275	Embryophyta	match
case6_00000057	1155	0.429437	cellular_organisms	match
case6_00000058	1437	0.476688	Streptophyta	match
