ID	len	gc	PS	Presence
case5_00000001	2006	0.40678	Embryophyta	match
case5_00000002	1353	0.402069	Eukaryota	match
case5_00000003	198	0.343434	Arabidopsis_thaliana	no-match
case5_00000004	1077	0.457753	Viridiplantae	no-match
case5_00000005	388	0.340206	Arabidopsis_thaliana	match
case5_00000006	6276	0.430688	cellular_organisms	match
case5_00000007	1053	0.401709	cellular_organisms	match
case5_00000008	2418	0.420182	Eukaryota	match
case5_00000009	129	0.418605	Arabidopsis_thaliana	no-match
case5_00000010	1404	0.391738	Viridiplantae	match
case5_00000011	1525	0.402623	cellular_organisms	match
case5_00000012	258	0.379845	Streptophyta	no-match
case5_00000013	1627	0.454825	cellular_organisms	match
case5_00000014	923	0.416035	Eukaryota	match
case5_00000015	2045	0.446944	Streptophyta	match
case5_00000016	1587	0.468809	cellular_organisms	match
case5_00000017	294	0.367347	Streptophyta	match
case5_00000018	2936	0.412125	cellular_organisms	match
case5_00000019	1141	0.411919	Embryophyta	match
case5_00000020	297	0.400673	Magnoliophyta	no-match
case5_00000021	108	0.351852	Arabidopsis_thaliana	no-match
case5_00000022	588	0.508503	Eukaryota	match
case5_00000023	234	0.461538	Viridiplantae	match
case5_00000024	162	0.382716	Arabidopsis_thaliana	no-match
case5_00000025	924	0.512987	cellular_organisms	match
case5_00000026	2394	0.338346	Brassicaceae	no-match
case5_00000027	2037	0.434953	cellular_organisms	match
case5_00000028	246	0.46748	Arabidopsis_thaliana	no-match
case5_00000029	714	0.502801	cellular_organisms	match
case5_00000030	1829	0.370694	cellular_organisms	match
case5_00000031	180	0.45	Arabidopsis_thaliana	no-match
case5_00000032	4469	0.432311	cellular_organisms	match
case5_00000033	844	0.401659	Eukaryota	match
case5_00000034	231	0.333333	Arabidopsis_thaliana	no-match
case5_00000035	996	0.432731	Embryophyta	match
case5_00000036	579	0.52677	Viridiplantae	match
case5_00000037	1773	0.44106	Streptophyta	match
case5_00000038	915	0.456831	cellular_organisms	match
case5_00000039	624	0.485577	cellular_organisms	no-match
