ID	len	gc	PS	Presence
case2_00000001	2006	0.40678	Embryophyta	match
case2_00000002	1353	0.402069	Eukaryota	match
case2_00000003	1077	0.457753	Viridiplantae	no-match
case2_00000004	391	0.368286	Arabidopsis_thaliana	match
case2_00000005	6276	0.430688	cellular_organisms	match
case2_00000006	1053	0.401709	cellular_organisms	match
case2_00000007	2511	0.415771	Eukaryota	match
case2_00000008	1404	0.391738	Viridiplantae	match
case2_00000009	1529	0.402878	cellular_organisms	match
case2_00000010	1627	0.454825	cellular_organisms	match
case2_00000011	923	0.416035	Eukaryota	match
case2_00000012	2045	0.446944	Streptophyta	match
case2_00000013	1587	0.468809	cellular_organisms	match
case2_00000014	2936	0.412125	cellular_organisms	match
case2_00000015	1168	0.412671	Embryophyta	match
case2_00000016	297	0.400673	Magnoliophyta	no-match
case2_00000017	588	0.508503	Eukaryota	match
case2_00000018	234	0.461538	Viridiplantae	match
case2_00000019	3357	0.387548	cellular_organisms	match
case2_00000020	2037	0.434953	cellular_organisms	match
case2_00000021	714	0.502801	cellular_organisms	match
case2_00000022	1829	0.370694	cellular_organisms	match
case2_00000023	4696	0.434199	Eukaryota	match
case2_00000024	844	0.401659	Eukaryota	match
case2_00000025	996	0.432731	Embryophyta	match
case2_00000026	579	0.52677	Viridiplantae	match
case2_00000027	1773	0.44106	Streptophyta	match
case2_00000028	1533	0.470972	cellular_organisms	match
case2_00000029	1489	0.386837	cellular_organisms	match
case2_00000030	1458	0.518519	Eukaryota	match
case2_00000031	7968	0.426958	cellular_organisms	match
case2_00000032	426	0.420188	Arabidopsis	match
case2_00000033	726	0.502755	cellular_organisms	match
case2_00000034	2537	0.428065	Eukaryota	match
case2_00000035	2100	0.445238	Eukaryota	match
case2_00000036	1017	0.390364	Embryophyta	match
case2_00000037	1184	0.416385	Eukaryota	match
case2_00000038	667	0.367316	Viridiplantae	match
case2_00000039	1443	0.474705	cellular_organisms	match
case2_00000040	243	0.481481	Magnoliophyta	no-match
case2_00000041	1413	0.426752	Eukaryota	match
case2_00000042	2966	0.422792	Streptophyta	match
case2_00000043	2698	0.421794	Streptophyta	match
case2_00000044	1131	0.474801	Arabidopsis_thaliana	no-match
case2_00000045	2106	0.443495	cellular_organisms	match
case2_00000046	983	0.48118	Embryophyta	match
case2_00000047	2155	0.387007	Eukaryota	match
case2_00000048	848	0.404481	cellular_organisms	match
case2_00000049	2247	0.406765	cellular_organisms	match
case2_00000050	1490	0.371812	Tracheophyta	match
case2_00000051	1566	0.448276	Streptophyta	match
case2_00000052	3428	0.436406	cellular_organisms	match
case2_00000053	744	0.40457	Eukaryota	match
case2_00000054	2539	0.415912	cellular_organisms	match
case2_00000055	1050	0.44381	Embryophyta	match
case2_00000056	1911	0.390895	cellular_organisms	match
case2_00000057	1791	0.44947	Streptophyta	match
case2_00000058	4499	0.438097	cellular_organisms	match
case2_00000059	2037	0.470299	cellular_organisms	match
case2_00000060	1888	0.466102	Embryophyta	match
case2_00000061	1457	0.455045	cellular_organisms	match
case2_00000062	2102	0.408183	Eukaryota	match
case2_00000063	624	0.464744	Eukaryota	match
case2_00000064	2145	0.429837	cellular_organisms	match
case2_00000065	3105	0.440902	Eukaryota	match
case2_00000066	1263	0.386382	Eukaryota	match
case2_00000067	1778	0.41676	Magnoliophyta	match
case2_00000068	1185	0.390717	Magnoliophyta	match
case2_00000069	1756	0.397494	Streptophyta	match
case2_00000070	1738	0.422325	cellular_organisms	match
case2_00000071	870	0.508046	Streptophytina	match
case2_00000072	252	0.436508	Magnoliophyta	match
case2_00000073	1273	0.440691	Mesangiospermae	match
case2_00000074	1452	0.428375	cellular_organisms	match
case2_00000075	438	0.438356	Eukaryota	match
case2_00000076	1302	0.436252	Eukaryota	match
case2_00000077	3798	0.45129	cellular_organisms	match
case2_00000078	4191	0.431401	cellular_organisms	match
case2_00000079	1192	0.408557	cellular_organisms	match
case2_00000080	483	0.449275	Brassicaceae	match
case2_00000081	702	0.452991	Eukaryota	match
case2_00000082	2406	0.449293	Arabidopsis_thaliana	match
case2_00000083	2001	0.447276	cellular_organisms	match
case2_00000084	459	0.509804	Mesangiospermae	match
case2_00000085	1996	0.422345	cellular_organisms	match
case2_00000086	4670	0.445182	cellular_organisms	match
case2_00000087	2284	0.50613	cellular_organisms	match
case2_00000088	2200	0.427727	Embryophyta	match
case2_00000089	2191	0.432679	Eukaryota	match
case2_00000090	738	0.426829	cellular_organisms	match
case2_00000091	3028	0.430978	Eukaryota	match
case2_00000092	5497	0.443333	Eukaryota	match
case2_00000093	1665	0.418018	Eukaryota	match
case2_00000094	1626	0.509225	cellular_organisms	match
case2_00000095	738	0.5	Mesangiospermae	match
case2_00000096	1305	0.532567	cellular_organisms	match
case2_00000097	2803	0.412772	Eukaryota	match
case2_00000098	3079	0.481	cellular_organisms	match
case2_00000099	804	0.487562	Streptophyta	match
case2_00000100	3375	0.464296	cellular_organisms	match
case2_00000101	999	0.555556	Viridiplantae	match
case2_00000102	650	0.433846	Embryophyta	match
case2_00000103	7503	0.426496	Eukaryota	match
case2_00000104	1600	0.4275	Eukaryota	match
case2_00000105	1840	0.417935	Eukaryota	match
case2_00000106	1056	0.555871	Arabidopsis_thaliana	no-match
case2_00000107	4953	0.458712	Eukaryota	match
case2_00000108	1259	0.451152	cellular_organisms	match
case2_00000109	4298	0.441368	Eukaryota	match
case2_00000110	318	0.459119	Camelineae	no-match
case2_00000111	609	0.479475	Tracheophyta	match
case2_00000112	4040	0.491832	cellular_organisms	match
case2_00000113	243	0.436214	Arabidopsis_thaliana	no-match
case2_00000114	465	0.36129	Embryophyta	match
case2_00000115	3154	0.407419	Streptophytina	match
case2_00000116	1089	0.419651	Streptophytina	match
case2_00000117	3538	0.41662	cellular_organisms	match
case2_00000118	351	0.433048	Arabidopsis_thaliana	no-match
case2_00000119	2983	0.412337	cellular_organisms	match
case2_00000120	2198	0.426752	cellular_organisms	match
case2_00000121	1236	0.444175	cellular_organisms	match
case2_00000122	1406	0.411095	Eukaryota	match
